Model,Dataset,Porosity,Permeability,Min_Local_Thickness,Mean_Local_Thickness,Max_Local_Thickness,Minkowski_Volume,Minkowski_Surface_Area,Minkowski_Mean_Curvature,Minkowski_Euler_Characteristic,Bias_Error_,Magnitude_Error_,Correlation
Ko et. al (Etapa 2),Spherical Pores,0.7769293981481481,3570.520751953125,1.0,6.846706971847993,10.999999970229567,1335061.0,34883.00814521783,1.182000246196808e+18,-289.8708872900576,1.3860175609588623,8.250618934631348,0.988669278901019
Ko et. al (Etapa 2),Spherical Pores,0.7769293981481481,3570.520751953125,1.0,6.846706971847991,10.999999970229567,1335061.0,34883.00814521783,1.182000246196808e+18,-289.8708872900576,0.15465047955513,8.789121627807617,0.9865268388154097
Ko et. al (Etapa 2),Spherical Pores,0.7769293981481481,3570.520263671875,1.0,6.846706971847992,10.999999970229567,1335061.0,34883.00814521783,1.182000246196808e+18,-289.8708872900576,0.505218505859375,9.61749267578125,0.9852833231316929
Ko et. al (Etapa 2),Spherical Pores,0.7798153935185185,6587.85205078125,1.0,8.680173079547094,15.16574876705335,1340605.0,27168.944828185777,1.1820002461968087e+18,-99.44199788060486,16.35552406311035,18.099037170410156,0.9851506846400635
Ko et. al (Etapa 2),Spherical Pores,0.7798153935185185,6587.85009765625,1.0,8.680173079547089,15.16574876705335,1340605.0,27168.94482818577,1.1820002461968087e+18,-99.44199788060486,16.977815628051758,18.433847427368164,0.9846162690363061
Ko et. al (Etapa 2),Spherical Pores,0.7798153935185185,6587.8505859375,1.0,8.680173079547094,15.16574876705335,1340605.0,27168.944828185777,1.1820002461968087e+18,-99.44199788060486,15.824414253234863,17.977230072021484,0.9812978515432846
Ko et. al (Etapa 2),Spherical Pores,0.7798153935185185,6587.85009765625,1.0,8.680173079547089,15.16574876705335,1340605.0,27168.94482818577,1.1820002461968087e+18,-99.44199788060486,16.19889259338379,17.229679107666016,0.98776829423066
Ko et. al (Etapa 2),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.676163610205611,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,0.9671661257743835,9.411785125732422,0.9849960694965064
Ko et. al (Etapa 2),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.676163610205613,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,1.5944693088531494,8.009572982788086,0.9888622466778398
Ko et. al (Etapa 2),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.676163610205608,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,2.363438844680786,8.294583320617676,0.9883986409651144
Ko et. al (Etapa 2),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.67616361020561,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,1.7662529945373535,8.404173851013184,0.9883469105772444
Ko et. al (Etapa 2),Spherical Pores,0.7922048611111111,7504.1845703125,1.0,10.84250412267324,16.583124520476773,1359916.0,23058.955131358573,1.182000246196809e+18,-54.17236375490388,5.829082012176514,13.328362464904785,0.976759727254178
Ko et. al (Etapa 2),Spherical Pores,0.7922048611111111,7504.1845703125,1.0,10.842504122673242,16.583124520476773,1359916.0,23058.955131358573,1.182000246196809e+18,-54.17236375490388,3.8558528423309326,13.173084259033203,0.974534389452767
Ko et. al (Etapa 2),Spherical Pores,0.7922048611111111,7504.1845703125,1.0,10.842504122673244,16.583124520476773,1359916.0,23058.955131358573,1.182000246196809e+18,-54.17236375490388,3.6303703784942627,13.892983436584473,0.9714786940723347
Ko et. al (Etapa 2),Spherical Pores,0.7922048611111111,7504.18408203125,1.0,10.842504122673242,16.583124520476773,1359916.0,23058.955131358576,1.182000246196809e+18,-54.17236375490388,3.035291910171509,12.916520118713379,0.9757482179147938
Ko et. al (Etapa 2),Spherical Pores,0.76890625,8866.4931640625,1.0,10.711416177872584,15.779731644995012,1319912.0,23509.606200686118,1.182000246196809e+18,-46.3041412557983,8.816939353942871,11.80809211730957,0.9819409954771595
Ko et. al (Etapa 2),Spherical Pores,0.76890625,8866.4912109375,1.0,10.711416177872577,15.779731644995012,1319912.0,23509.60620068612,1.182000246196809e+18,-46.3041412557983,8.066441535949707,10.755987167358398,0.9845191184822448
Ko et. al (Etapa 2),Spherical Pores,0.76890625,8866.4931640625,1.0,10.71141617787258,15.779731644995012,1319912.0,23509.606200686118,1.182000246196809e+18,-46.3041412557983,10.358053207397461,12.67884635925293,0.9823654019226387
Ko et. al (Etapa 2),Spherical Pores,0.76890625,8866.4912109375,1.0,10.711416177872575,15.779731644995012,1319912.0,23509.60620068612,1.182000246196809e+18,-46.3041412557983,8.069129943847656,11.48164176940918,0.9825185828275099
Ko et. al (Etapa 3),Spherical Pores,0.7769293981481481,3570.520263671875,1.0,6.846706971847988,10.999999970229567,1335061.0,34883.00814521783,1.182000246196808e+18,-289.8708872900576,6.932780742645264,11.300292015075684,0.9821377691018245
Ko et. al (Etapa 3),Spherical Pores,0.7769293981481481,3570.520751953125,1.0,6.846706971847993,10.999999970229567,1335061.0,34883.00814521783,1.182000246196808e+18,-289.8708872900576,7.638443946838379,11.776419639587402,0.9817999650686323
Ko et. al (Etapa 3),Spherical Pores,0.7769293981481481,3570.520751953125,1.0,6.846706971847991,10.999999970229567,1335061.0,34883.00814521783,1.182000246196808e+18,-289.8708872900576,8.1179780960083,12.002622604370117,0.9810342083700822
Ko et. al (Etapa 3),Spherical Pores,0.7769293981481481,3570.520263671875,1.0,6.846706971847992,10.999999970229567,1335061.0,34883.00814521783,1.182000246196808e+18,-289.8708872900576,6.930773735046387,11.289185523986816,0.9822160285656967
Ko et. al (Etapa 3),Spherical Pores,0.7798153935185185,6587.85205078125,1.0,8.680173079547094,15.16574876705335,1340605.0,27168.944828185777,1.1820002461968087e+18,-99.44199788060486,13.282136917114258,16.68425178527832,0.9807238121215458
Ko et. al (Etapa 3),Spherical Pores,0.7798153935185185,6587.85009765625,1.0,8.680173079547089,15.16574876705335,1340605.0,27168.94482818577,1.1820002461968087e+18,-99.44199788060486,12.009886741638184,15.328190803527832,0.9821009287426669
Ko et. al (Etapa 3),Spherical Pores,0.7798153935185185,6587.8505859375,1.0,8.680173079547094,15.16574876705335,1340605.0,27168.944828185777,1.1820002461968087e+18,-99.44199788060486,12.050204277038574,15.512467384338379,0.9819940192747146
Ko et. al (Etapa 3),Spherical Pores,0.7798153935185185,6587.85009765625,1.0,8.680173079547089,15.16574876705335,1340605.0,27168.94482818577,1.1820002461968087e+18,-99.44199788060486,12.650035858154297,16.621828079223633,0.9793025448675369
Ko et. al (Etapa 3),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.676163610205611,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,1.8192524909973145,10.089200973510742,0.982528662511655
Ko et. al (Etapa 3),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.676163610205613,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,2.263075113296509,10.375758171081543,0.9812301386836509
Ko et. al (Etapa 3),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.676163610205608,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,2.508629083633423,10.109769821166992,0.9825601171134465
Ko et. al (Etapa 3),Spherical Pores,0.7660237268518518,5124.73876953125,1.0,8.67616361020561,13.747727646791398,1314577.0,27793.727425247438,1.1820002461968087e+18,-98.34780764684808,3.183504581451416,9.795967102050781,0.983311504723644
Ko et. al (Etapa 3),Spherical Pores,0.7922048611111111,7504.1845703125,1.0,10.84250412267324,16.583124520476773,1359916.0,23058.955131358573,1.182000246196809e+18,-54.17236375490388,8.746041297912598,17.37395477294922,0.9608689706300483
Ko et. al (Etapa 3),Spherical Pores,0.7922048611111111,7504.1845703125,1.0,10.842504122673242,16.583124520476773,1359916.0,23058.955131358573,1.182000246196809e+18,-54.17236375490388,8.65311050415039,16.37142562866211,0.9654004093764249
Ko et. al (Etapa 3),Spherical Pores,0.7922048611111111,7504.1845703125,1.0,10.842504122673244,16.583124520476773,1359916.0,23058.955131358573,1.182000246196809e+18,-54.17236375490388,6.734582901000977,15.27863883972168,0.9701482914489906
Ko et. al (Etapa 3),Spherical Pores,0.7922048611111111,7504.18408203125,1.0,10.842504122673242,16.583124520476773,1359916.0,23058.955131358576,1.182000246196809e+18,-54.17236375490388,8.988327980041504,16.94734764099121,0.9637656199685669
Ko et. al (Etapa 3),Spherical Pores,0.76890625,8866.4931640625,1.0,10.711416177872584,15.779731644995012,1319912.0,23509.606200686118,1.182000246196809e+18,-46.3041412557983,5.699816703796387,11.392788887023926,0.9811704261743767
Ko et. al (Etapa 3),Spherical Pores,0.76890625,8866.4912109375,1.0,10.711416177872577,15.779731644995012,1319912.0,23509.60620068612,1.182000246196809e+18,-46.3041412557983,6.2827630043029785,11.81163215637207,0.9808133232520695
Ko et. al (Etapa 3),Spherical Pores,0.76890625,8866.4931640625,1.0,10.71141617787258,15.779731644995012,1319912.0,23509.606200686118,1.182000246196809e+18,-46.3041412557983,5.245294570922852,11.140875816345215,0.9807289199768541
Ko et. al (Etapa 3),Spherical Pores,0.76890625,8866.4912109375,1.0,10.711416177872575,15.779731644995012,1319912.0,23509.60620068612,1.182000246196809e+18,-46.3041412557983,5.501033782958984,10.492445945739746,0.9839259603151713
Ko et. al (Etapa 0),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,19.88683319091797,21.133602142333984,0.9631774121303739
Ko et. al (Etapa 0),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,19.647686004638672,21.177038192749023,0.9574896197167132
Ko et. al (Etapa 0),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628367,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,18.965288162231445,21.174678802490234,0.9616655891227857
Ko et. al (Etapa 0),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628374,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,19.473052978515625,21.63471221923828,0.9563163859158038
Ko et. al (Etapa 0),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,2.998872995376587,18.138248443603516,0.9464734402280112
Ko et. al (Etapa 0),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106222,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,3.0005950927734375,17.67285919189453,0.95109707225931
Ko et. al (Etapa 0),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,2.9969959259033203,18.32278823852539,0.9443676170564609
Ko et. al (Etapa 0),Spherical Pores,0.7872262731481482,13474.294921875,1.0,12.410798232106226,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,3.523594617843628,17.198518753051758,0.9511914024729865
Ko et. al (Etapa 1),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,5.308538436889648,10.630473136901855,0.986481118232519
Ko et. al (Etapa 1),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,3.7823028564453125,10.456022262573242,0.9855523297801964
Ko et. al (Etapa 1),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628367,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,2.932201623916626,8.881509780883789,0.9891162232757609
Ko et. al (Etapa 1),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628374,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,5.7066240310668945,9.978038787841797,0.9883394487779181
Ko et. al (Etapa 1),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,13.18730640411377,14.673673629760742,0.9865007791020619
Ko et. al (Etapa 1),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106222,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,11.90754508972168,14.086732864379883,0.9860277959722858
Ko et. al (Etapa 1),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,11.083840370178223,12.562087059020996,0.9873965452705005
Ko et. al (Etapa 1),Spherical Pores,0.7872262731481482,13474.294921875,1.0,12.410798232106226,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,12.051681518554688,13.795449256896973,0.9888382943736418
Ko et. al (Etapa 2),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,7.205340385437012,11.588327407836914,0.984135554414948
Ko et. al (Etapa 2),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,7.059115409851074,11.819300651550293,0.9811443877289281
Ko et. al (Etapa 2),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628367,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,6.076777935028076,10.838224411010742,0.9861577547699785
Ko et. al (Etapa 2),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628374,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,6.535812854766846,10.422197341918945,0.9873573343398397
Ko et. al (Etapa 2),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,13.964058876037598,14.928680419921875,0.9864827268176217
Ko et. al (Etapa 2),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106222,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,13.852550506591797,14.316254615783691,0.9914093200612097
Ko et. al (Etapa 2),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,14.083693504333496,15.022512435913086,0.9873638666186174
Ko et. al (Etapa 2),Spherical Pores,0.7872262731481482,13474.294921875,1.0,12.410798232106226,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,15.240564346313477,16.041004180908203,0.9860119929849667
Ko et. al (Etapa 3),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,2.1619906425476074,9.295132637023926,0.9841702808196987
Ko et. al (Etapa 3),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628372,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,2.3233137130737305,8.637277603149414,0.9874844622510685
Ko et. al (Etapa 3),Spherical Pores,0.7644409722222222,10117.990234375,1.0,12.047104631628367,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,1.135176658630371,9.277750968933105,0.9854546983372824
Ko et. al (Etapa 3),Spherical Pores,0.7644409722222222,10117.9912109375,1.0,12.047104631628374,18.138358025698693,1312360.0,21058.841666122957,1.182000246196809e+18,-35.98891150665484,1.9358558654785156,10.095147132873535,0.9840217772992143
Ko et. al (Etapa 3),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,9.017916679382324,12.511783599853516,0.9811559313299087
Ko et. al (Etapa 3),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106222,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,8.99367904663086,12.15880298614502,0.9806277827053207
Ko et. al (Etapa 3),Spherical Pores,0.7872262731481482,13474.2958984375,1.0,12.410798232106233,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,9.086492538452148,12.47091007232666,0.9822168909560921
Ko et. al (Etapa 3),Spherical Pores,0.7872262731481482,13474.294921875,1.0,12.410798232106226,18.601075046419144,1352435.0,20061.866710426057,1.182000246196809e+18,-25.693576125397854,8.781010627746582,12.43761920928955,0.9819361951411174
Ko et. al (Etapa 0),Spherical Grains,0.2669508101851852,686.6260986328125,1.0,7.0923311633369295,13.964238776657742,455894.0,14336.011928305525,165.6382871972623,-7.490229509262325,9.664287567138672,53.92147445678711,0.7939463709130853
Ko et. al (Etapa 0),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336927,13.964238776657742,455894.0,14336.011928305528,165.6382871972623,-7.490229509262325,1.6928995847702026,44.65010070800781,0.804241372691225
Ko et. al (Etapa 0),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336925,13.964238776657742,455894.0,14336.011928305525,165.63828719726234,-7.490229509262325,10.640003204345703,48.92636489868164,0.8117627929019136
Ko et. al (Etapa 0),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336928,13.964238776657742,455894.0,14336.011928305528,165.6382871972623,-7.490229509262325,6.920865535736084,46.442047119140625,0.7965587959248296
Ko et. al (Etapa 0),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546322,178.59296532898756,2.3375882266622128,27.847856521606445,40.19649887084961,0.8895751007389509
Ko et. al (Etapa 0),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546323,178.59296532898756,2.3375882266622128,30.33889389038086,40.48399353027344,0.8731816068183413
Ko et. al (Etapa 0),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.506696926740384,16.004795965291805,464217.0,13969.777153546322,178.59296532898756,2.3375882266622128,21.57588005065918,35.341609954833984,0.8895007919146835
Ko et. al (Etapa 0),Spherical Grains,0.2736076388888889,956.4083251953125,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546323,178.59296532898756,2.3375882266622128,28.43075942993164,38.11613464355469,0.8815701841969159
Ko et. al (Etapa 0),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.44748099735697,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,105.18834686279297,92.95793914794922,0.6487701502603234
Ko et. al (Etapa 0),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.44748099735697,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,121.25965881347656,112.37641143798828,0.6415155373666687
Ko et. al (Etapa 0),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.447480997356966,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,110.09516143798828,97.89618682861328,0.6211422023729224
Ko et. al (Etapa 0),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.447480997356967,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,118.95648956298828,109.16495513916016,0.6698414044216039
Ko et. al (Etapa 0),Spherical Grains,0.20329108796296297,285.66107177734375,1.0,7.597572399157596,15.107070451545495,343446.0,10693.716267156076,185.6180378570058,3.1333629421216895,159.1066436767578,173.12025451660156,0.5086129206440256
Ko et. al (Etapa 0),Spherical Grains,0.20329108796296297,285.66107177734375,1.0,7.597572399157596,15.107070451545495,343446.0,10693.716267156078,185.6180378570058,3.1333629421216895,152.86900329589844,170.48727416992188,0.49479130315559816
Ko et. al (Etapa 0),Spherical Grains,0.20329108796296297,285.6610412597656,1.0,7.597572399157598,15.107070451545495,343446.0,10693.716267156078,185.61803785700582,3.1333629421216895,175.49623107910156,189.24398803710938,0.528832207919456
Ko et. al (Etapa 0),Spherical Grains,0.20329108796296297,285.6610412597656,1.0,7.597572399157596,15.107070451545495,343446.0,10693.716267156078,185.61803785700582,3.1333629421216895,162.130859375,177.0499725341797,0.4715384232317879
Ko et. al (Etapa 0),Spherical Grains,0.22681423611111112,246.328369140625,1.0,8.535435679972426,16.353529304278123,384137.0,10696.488855228105,144.77548796708675,-0.8156690833459638,288.9485168457031,214.9114227294922,0.3516899897661737
Ko et. al (Etapa 0),Spherical Grains,0.22681423611111112,246.32835388183594,1.0,8.535435679972425,16.353529304278123,384137.0,10696.488855228105,144.77548796708678,-0.8156690833459638,263.1934509277344,187.24215698242188,0.33189693827981664
Ko et. al (Etapa 0),Spherical Grains,0.22681423611111112,246.328369140625,1.0,8.535435679972428,16.353529304278123,384137.0,10696.488855228105,144.77548796708678,-0.8156690833459638,281.7950744628906,216.2318115234375,0.3822073335786769
Ko et. al (Etapa 0),Spherical Grains,0.22681423611111112,246.32835388183594,1.0,8.535435679972425,16.353529304278123,384137.0,10696.488855228105,144.77548796708678,-0.8156690833459638,301.2523498535156,227.43089294433594,0.37871019652414856
Ko et. al (Etapa 1),Spherical Grains,0.2669508101851852,686.6260986328125,1.0,7.0923311633369295,13.964238776657742,455894.0,14336.011928305525,165.6382871972623,-7.490229509262325,78.49391174316406,76.04794311523438,0.8526454685043591
Ko et. al (Etapa 1),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336927,13.964238776657742,455894.0,14336.011928305528,165.6382871972623,-7.490229509262325,77.2869873046875,75.3530502319336,0.8509308287367745
Ko et. al (Etapa 1),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336925,13.964238776657742,455894.0,14336.011928305525,165.63828719726234,-7.490229509262325,78.03351593017578,75.13661193847656,0.8470686927062452
Ko et. al (Etapa 1),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336928,13.964238776657742,455894.0,14336.011928305528,165.6382871972623,-7.490229509262325,75.72322845458984,72.93143463134766,0.8068455010279796
Ko et. al (Etapa 1),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546322,178.59296532898756,2.3375882266622128,58.389286041259766,57.095489501953125,0.9285995510663678
Ko et. al (Etapa 1),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546323,178.59296532898756,2.3375882266622128,53.59603500366211,53.556671142578125,0.9195724357617782
Ko et. al (Etapa 1),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.506696926740384,16.004795965291805,464217.0,13969.777153546322,178.59296532898756,2.3375882266622128,51.16081237792969,52.72233200073242,0.907784544880054
Ko et. al (Etapa 1),Spherical Grains,0.2736076388888889,956.4083251953125,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546323,178.59296532898756,2.3375882266622128,58.379825592041016,56.91474533081055,0.9317559596969802
Ko et. al (Etapa 1),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.44748099735697,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,61.25148391723633,63.171756744384766,0.7862205232150905
Ko et. al (Etapa 1),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.44748099735697,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,65.21052551269531,68.34965515136719,0.8270550635926586
Ko et. al (Etapa 1),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.447480997356966,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,66.52893829345703,67.67613220214844,0.7930131926468945
Ko et. al (Etapa 1),Spherical Grains,0.2960584490740741,901.8916015625,1.0,8.447480997356967,17.916472456840896,504939.00000000006,12823.562546402061,109.39507619825666,1.2235036250189455,69.7597885131836,69.32728576660156,0.7695359707961394
Ko et. al (Etapa 1),Spherical Grains,0.20329108796296297,285.66107177734375,1.0,7.597572399157596,15.107070451545495,343446.0,10693.716267156076,185.6180378570058,3.1333629421216895,76.98652648925781,74.1103286743164,0.8160611563568427
Ko et. al (Etapa 1),Spherical Grains,0.20329108796296297,285.66107177734375,1.0,7.597572399157596,15.107070451545495,343446.0,10693.716267156078,185.6180378570058,3.1333629421216895,70.9992446899414,70.2135009765625,0.7341054435349313
Ko et. al (Etapa 1),Spherical Grains,0.20329108796296297,285.6610412597656,1.0,7.597572399157598,15.107070451545495,343446.0,10693.716267156078,185.61803785700582,3.1333629421216895,69.10107421875,66.70207977294922,0.8741243312306016
Ko et. al (Etapa 1),Spherical Grains,0.20329108796296297,285.6610412597656,1.0,7.597572399157596,15.107070451545495,343446.0,10693.716267156078,185.61803785700582,3.1333629421216895,75.14342498779297,70.51467895507812,0.8240520162545095
Ko et. al (Etapa 1),Spherical Grains,0.22681423611111112,246.328369140625,1.0,8.535435679972426,16.353529304278123,384137.0,10696.488855228105,144.77548796708675,-0.8156690833459638,67.02583312988281,67.98031616210938,0.46749092597406844
Ko et. al (Etapa 1),Spherical Grains,0.22681423611111112,246.32835388183594,1.0,8.535435679972425,16.353529304278123,384137.0,10696.488855228105,144.77548796708678,-0.8156690833459638,70.06884002685547,67.89292907714844,0.3792553455904162
Ko et. al (Etapa 1),Spherical Grains,0.22681423611111112,246.328369140625,1.0,8.535435679972428,16.353529304278123,384137.0,10696.488855228105,144.77548796708678,-0.8156690833459638,58.37168884277344,68.89099884033203,0.4594336546740536
Ko et. al (Etapa 1),Spherical Grains,0.22681423611111112,246.32835388183594,1.0,8.535435679972425,16.353529304278123,384137.0,10696.488855228105,144.77548796708678,-0.8156690833459638,71.98381042480469,65.43294525146484,0.4969957424559426
Ko et. al (Etapa 2),Spherical Grains,0.2669508101851852,686.6260986328125,1.0,7.0923311633369295,13.964238776657742,455894.0,14336.011928305525,165.6382871972623,-7.490229509262325,8.182816505432129,38.83101272583008,0.8937623511777625
Ko et. al (Etapa 2),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336927,13.964238776657742,455894.0,14336.011928305528,165.6382871972623,-7.490229509262325,2.178774833679199,32.74002456665039,0.9075291193171113
Ko et. al (Etapa 2),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336925,13.964238776657742,455894.0,14336.011928305525,165.63828719726234,-7.490229509262325,2.697296142578125,33.96640396118164,0.8991090718957787
Ko et. al (Etapa 2),Spherical Grains,0.2669508101851852,686.6260375976562,1.0,7.092331163336928,13.964238776657742,455894.0,14336.011928305528,165.6382871972623,-7.490229509262325,1.712674856185913,33.66666793823242,0.8944871063282227
Ko et. al (Etapa 2),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546322,178.59296532898756,2.3375882266622128,14.277473449707031,19.079999923706055,0.983183428439264
Ko et. al (Etapa 2),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546323,178.59296532898756,2.3375882266622128,23.45730972290039,25.14666748046875,0.9805375003630147
Ko et. al (Etapa 2),Spherical Grains,0.2736076388888889,956.4083862304688,1.0,7.506696926740384,16.004795965291805,464217.0,13969.777153546322,178.59296532898756,2.3375882266622128,24.577251434326172,26.775314331054688,0.9739828061531796
Ko et. al (Etapa 2),Spherical Grains,0.2736076388888889,956.4083251953125,1.0,7.5066969267403865,16.004795965291805,464217.0,13969.777153546323,178.59296532898756,2.3375882266622128,21.244125366210938,24.033597946166992,0.979255706405523
