Dataset,Sample,Standard_Timesteps,NN_Started_Timesteps,Standard_Permeability,NN_Permeability,Speedup_Ratio,Perm_Error [%]
Tol 0.01%,Sample_0083,16400,8400,59.644586,60.134865,1.9523809523809523,0.8220008434629776
Tol 0.01%,Sample_0084,7200,5400,418.32043,417.22313,1.3333333333333333,0.2623108797244164
Tol 0.01%,Sample_0085,7200,5200,418.32043,417.31713,1.3846153846153846,0.23984006709879493
Tol 0.01%,Sample_0086,7200,6200,418.32043,417.23452,1.1612903225806452,0.25958808657755794
Tol 0.01%,Sample_0087,7200,5400,418.32043,417.29334,1.3333333333333333,0.24552709510266735
Tol 0.01%,Sample_0088,7600,7000,333.38848,329.87271,1.0857142857142856,1.054556534166997
Tol 0.01%,Sample_0089,7600,6800,333.38848,329.80158,1.1176470588235294,1.075892004426792
Tol 0.01%,Sample_0090,7600,6600,333.38848,329.71535,1.1515151515151516,1.1017567253673595
Tol 0.01%,Sample_0091,7600,7000,333.38848,329.73039,1.0857142857142856,1.097245471709165
Tol 0.01%,Sample_0092,5000,2800,412.91132,412.34141,1.7857142857142858,0.1380223724551783
Tol 0.01%,Sample_0093,5000,2400,412.91132,412.29309,2.0833333333333335,0.14972464305410246
Tol 0.01%,Sample_0094,5000,3600,412.91132,412.61037,1.3888888888888888,0.07288489935320744
Tol 0.01%,Sample_0095,5000,3400,412.91132,412.49596,1.4705882352941178,0.1005930280622881
Tol 0.01%,Sample_0096,12800,11200,297.55172,296.46466,1.1428571428571428,0.36533480633215903
Tol 0.01%,Sample_0097,12800,11000,297.55172,296.29142,1.1636363636363636,0.42355661731680544
Tol 0.01%,Sample_0098,12800,9800,297.55172,296.36358,1.3061224489795917,0.39930537118050463
Tol 0.01%,Sample_0099,12800,10800,297.55172,296.40872,1.1851851851851851,0.38413489930421924
Tol 0.0001%,Sample_0000,65600,33000,93.947182,91.965587,1.9878787878787878,2.109264969757154
Tol 0.0001%,Sample_0001,65600,33000,93.947182,92.094595,1.9878787878787878,1.9719452574958554
Tol 0.0001%,Sample_0002,65600,36800,93.947182,92.028033,1.7826086956521738,2.0427957062086275
Tol 0.0001%,Sample_0003,65600,34200,93.947182,92.082961,1.9181286549707601,1.984328811480477
Tol 0.0001%,Sample_0004,18000,5000,388.59531,388.74761,3.6,0.03919244419085377
Tol 0.0001%,Sample_0005,18000,14000,388.59531,388.81956,1.2857142857142858,0.05770785035981018
Tol 0.0001%,Sample_0006,18000,19400,388.59531,388.74562,0.9278350515463918,0.03868034331139776
